max_array_rank,array_refs1,stmts,array_refs0,dbl_array_refs0,dbl_array_refs1,dbl_array_refs2,max_loop_depth,array_refs2,max_loop_level,ops,max_mergeable_arrays,lines_of_code,max_fusible_loops,fp_ops,branches,calls,bf2,bf1,bf0,indirect_array_refs2,indirect_array_refs1,indirect_array_refs0,judgment_M,proj,ver,path,sub,lnum,digest,nid,root_file
1,1,15,13,13,1,1,2,1,0,26,1,22,1,21,1,5,0.3809523880481719971,0.3809523880481719971,4.952381134033203125,0,0,0,NonKernel,squarer_git,5c31ab0,sqdir/old_potgens/potgen_bomc4.f,?,107,MD5_179ed699cbf73bebbdf0e8be4d5f96cb,1797,sqdir/old_potgens/potgen_bomc4.f
3,7,12,10,0,0,0,2,7,9,16,2,15,2,16,0,1,1.7500000000000000000,1.7500000000000000000,2.500000000000000000,0,0,0,Kernel,UM-ppsrc-vamkK_git,cd40696,atmosphere/radiance_core/trans_source_coeff.f90,trans_source_coeff,147,MD5_1a5b3fb16dd740b6d915671d2179dc54,11162,control/top_level/scm_shell.f90
2,6,7,16,0,0,0,1,6,2,1,4,8,0,1,0,0,24.0000000000000000000,24.0000000000000000000,64.000000000000000000,0,0,0,Kernel,UM-ppsrc-vamkK_git,cd40696,atmosphere/boundary_layer/dust_srce.f90,dust_srce,174,MD5_2dd48814476d8eaedebb495fc28daad0,19601,control/top_level/scm_shell.f90
3,47,28,51,0,0,0,3,47,4,20,30,44,1,16,0,0,11.7500000000000000000,11.7500000000000000000,12.750000000000000000,0,0,0,Kernel,UM-ppsrc-vamkK_git,cd40696,atmosphere/convection/shallow_conv-shconv5a.f90,shallow_conv_5a,2410,MD5_18e93a38f5bcc8a3ab22567fd91ac159:MD5_7e9d1152af7681a501fe0ea1acabd8fb,25919,control/top_level/scm_shell.f90
2,19,8,25,0,0,0,2,19,4,19,24,38,1,18,0,0,4.2222223281860351562,4.2222223281860351562,5.555555343627929688,0,0,0,Kernel,UM-ppsrc-vamkK_git,cd40696,atmosphere/convection/dts_pc2.f90,dts_pc2,222,MD5_299b33e42bca8a76c3f6733a056f5051:MD5_e4939c6467bf725a2a34a52d3d6ad670,29924,control/top_level/scm_shell.f90
3,4,4,4,0,0,0,3,4,3,2,4,8,1,2,0,0,8.0000000000000000000,8.0000000000000000000,8.000000000000000000,0,0,0,Kernel,UM-ppsrc-vamkK_git,cd40696,atmosphere/convection/update_conv_diags.f90,update_conv_diags,489,MD5_70360cc03d1f6ed443136b091a782684:MD5_9699d7a92e4497338f656348716bb0f9,33306,control/top_level/scm_shell.f90
2,8,16,13,12,8,5,1,5,4,16,2,20,0,15,1,5,2.6666667461395263672,4.2666668891906738281,6.666666507720947266,0,0,0,Kernel,uquantchem_git,de43108,lapack-3.4.0/SRC/chetri2x.f,chetri2x,413,MD5_d4b32eae4c6eea1b2fae9f29eb12ab74,15124,lapack-3.4.0/TESTING/LIN/cchkaa.f
2,2,11,2,2,2,2,1,2,6,6,2,12,0,10,1,7,1.6000000238418579102,1.6000000238418579102,1.600000023841857910,0,0,0,Kernel,uquantchem_git,de43108,lapack-3.4.0/TESTING/LIN/ztrt02.f,ztrt02,226,MD5_6ba79166f2f9b7ea1b1b638e29684d47,39128,lapack-3.4.0/TESTING/LIN/zchkaa.f
2,1,12,8,8,1,1,2,1,12,9,1,12,1,4,1,0,2.0000000000000000000,2.0000000000000000000,16.000000000000000000,0,0,0,Kernel,uquantchem_git,de43108,BLAS/ctrsv.f,ctrsv,185,MD5_946ea0ab7e04cec021ef68840a25e915,147950,lapack-3.4.0/TESTING/EIG/cchkee.f
2,3,81,20,20,3,3,1,3,0,25,2,78,0,4,23,0,6.0000000000000000000,6.0000000000000000000,40.000000000000000000,0,0,0,NonKernel,VAPO_git,d93599f,Precombustion/Mdot/OFShift/ver01/Mdot0_07/CALC/MainCEA/pac/pac99.f,reco,4957,MD5_112596865d4109e7992ad52354a0c10b,21011,Precombustion/Mdot/OFShift/ver01/Mdot0_07/CALC/MainCEA/pac/pac99.f
2,4,9,7,7,4,4,1,4,3,3,2,11,0,2,1,0,16.0000000000000000000,16.0000000000000000000,28.000000000000000000,0,0,0,NonKernel,VAPO_git,d93599f,Precombustion/Mdot/OFShift/ver01/Mdot0_045/CALC/MainCEA/cea/cea2.f,eqlbrm,1214,MD5_cc2fb4b0526610d6d0585d2a5e32d341,72339,Precombustion/Mdot/OFShift/ver01/Mdot0_045/CALC/MainCEA/cea/cea2.f
2,7,11,9,9,7,7,3,7,0,8,1,10,1,4,1,0,14.0000000000000000000,14.0000000000000000000,18.000000000000000000,0,0,0,Kernel,VAPO_git,d93599f,Precombustion/Mdot/test/PreCEA/pac/pac99.f,least,2769,MD5_7b209e277324dbf362e51df2d7127b5f,74004,Precombustion/Mdot/test/PreCEA/pac/pac99.f
2,3,20,11,11,3,3,2,3,3,14,4,26,1,11,3,0,2.1818182468414306641,2.1818182468414306641,8.000000000000000000,0,0,0,Kernel,VAPO_git,d93599f,Precombustion/Mdot/OFShift/ver01/Mdot0_03/CALC/PreCEA/MainCEA/cea/cea2.f,eqlbrm,1332,MD5_425da643957feab8f357f05a1aa00e31,94838,Precombustion/Mdot/OFShift/ver01/Mdot0_03/CALC/PreCEA/MainCEA/cea/cea2.f
2,1,9,2,2,1,1,2,1,0,1,1,9,1,1,1,0,8.0000000000000000000,8.0000000000000000000,16.000000000000000000,0,0,0,NonKernel,VAPO_git,d93599f,N2O/ISP_CH4/LOX/MIXED_1_7/CEA/cea/cea2.f,search,4648,MD5_b94205141fba9bff2a066db56a949afd,130019,N2O/ISP_CH4/LOX/MIXED_1_7/CEA/cea/cea2.f
1,1,93,78,78,1,1,2,1,0,41,13,84,2,60,16,4,0.1333333402872085571,0.1333333402872085571,10.399999618530273438,0,0,0,Kernel,VAPO_git,d93599f,Precombustion/Mdot/OFShift/ver01/Mdot0_04/CALC/PreCEA/MainCEA/pac/pac99.f,least,2851,MD5_29c5653298a8a6583cb0947239d376ee,155712,Precombustion/Mdot/OFShift/ver01/Mdot0_04/CALC/PreCEA/MainCEA/pac/pac99.f
2,3,15,16,16,3,3,2,3,3,17,6,18,2,15,0,0,1.6000000238418579102,1.6000000238418579102,8.533333778381347656,0,0,0,Kernel,VAPO_git,d93599f,Precombustion/Mdot/temp/OFShift/PreCEA/Mycompile.f,cphs,388,MD5_b39ba6af87c84c09468fe3b5951407f3,241738,Precombustion/Mdot/temp/OFShift/PreCEA/Mycompile.f
2,9,23,13,13,9,9,3,9,3,7,4,32,3,6,1,1,12.0000000000000000000,12.0000000000000000000,17.333333969116210938,0,0,0,Kernel,VAPO_git,d93599f,N2O/ISP_CH4/LOX/MIXED_1_3/CEA/cea2.f,tranin,5416,MD5_53216d40375982a2d8def98c928fd127,266327,N2O/ISP_CH4/LOX/MIXED_1_3/CEA/cea2.f
2,1,29,6,6,1,1,3,1,0,7,2,30,1,1,6,0,8.0000000000000000000,8.0000000000000000000,48.000000000000000000,0,0,0,NonKernel,VAPO_git,d93599f,N2O/ISP_CH4/LOX/MIXED_1_5/CEA/cea/b1b2b3.f,?,162,MD5_92afb64e9043e087a945e05cbc00a6b9,275330,N2O/ISP_CH4/LOX/MIXED_1_5/CEA/cea/b1b2b3.f
2,1,3,3,3,1,1,1,1,1,3,1,3,0,26,1,1,0.3076923191547393799,0.3076923191547393799,0.923076927661895752,0,0,0,Kernel,VAPO_git,d93599f,Precombustion/Mdot/OFShift/ver01/Mdot0_075/CALC/PreCEA/cea2.f,frozen,1681,MD5_9c7388adb482ac6f88b489edafebdb41,392599,Precombustion/Mdot/OFShift/ver01/Mdot0_075/CALC/PreCEA/cea2.f
2,16,19,28,28,16,16,1,16,3,18,10,13,0,6,8,0,21.3333339691162109375,21.3333339691162109375,37.333332061767578125,0,0,0,NonKernel,VAPO_git,d93599f,Precombustion/Mdot/OFShift/ver01/Mdot0_055/CALC/MainCEA/Mycompile.f,out1,3258,MD5_13e202e934c1fd9236068669f3cc3dfc,404124,Precombustion/Mdot/OFShift/ver01/Mdot0_055/CALC/MainCEA/Mycompile.f
2,3,8,12,12,3,3,2,3,3,10,4,10,1,10,0,0,2.4000000953674316406,2.4000000953674316406,9.600000381469726562,0,0,0,Kernel,VAPO_git,d93599f,Precombustion/Mdot/OFShift/ver01/Mdot0_05/CALC/PreCEA/cea/cea2.f,tranp,5625,MD5_a04279c4bad31b53ac6ac436fddb1929,412068,Precombustion/Mdot/OFShift/ver01/Mdot0_05/CALC/PreCEA/cea/cea2.f
3,11,8,11,11,11,4,2,4,2,12,4,13,1,9,0,1,3.5555555820465087891,9.7777776718139648438,9.777777671813964844,0,0,0,Kernel,VO63-gotm_git,b8770b1,code/shelfbreak/src/wind_stress.f90,wind_stress,34,MD5_6b1018a7991fed2424783ffda460ef93,1268,code/model/src/main.f90
